member,date,contract,long_oi,short_oi
金瑞期货,2026-09-03,CU2701,2676,5499
金瑞期货,2026-09-03,CU2609,4715,5795
金瑞期货,2026-09-03,CU2612,3195,8903
金瑞期货,2026-09-03,CU2703,1656,2431
金瑞期货,2026-09-03,CU2610,7850,15095
金瑞期货,2026-09-03,CU2702,922,274
金瑞期货,2026-09-03,CU2611,3270,7306
金瑞期货,2026-09-02,CU2609,5180,6125
金瑞期货,2026-09-02,CU2701,2683,5498
金瑞期货,2026-09-02,CU2703,1648,2428
金瑞期货,2026-09-02,CU2612,3197,8893
金瑞期货,2026-09-02,CU2702,930,278
金瑞期货,2026-09-02,CU2610,6613,14890
金瑞期货,2026-09-02,CU2611,3292,6961
金瑞期货,2026-09-01,CU2609,5595,7935
金瑞期货,2026-09-01,CU2701,2473,5329
金瑞期货,2026-09-01,CU2703,1572,2088
金瑞期货,2026-09-01,CU2612,3136,8868
金瑞期货,2026-09-01,CU2611,3260,6725
金瑞期货,2026-09-01,CU2702,692,90
金瑞期货,2026-09-01,CU2610,4371,15506
金瑞期货,2026-08-31,CU2609,6440,8985
金瑞期货,2026-08-31,CU2701,2470,5331
金瑞期货,2026-08-31,CU2703,1582,2089
金瑞期货,2026-08-31,CU2612,3209,8860
金瑞期货,2026-08-31,CU2702,712,101
金瑞期货,2026-08-31,CU2611,3272,5996
金瑞期货,2026-08-31,CU2610,3928,14224
金瑞期货,2026-08-28,CU2609,8976,11404
金瑞期货,2026-08-28,CU2701,2502,5332
金瑞期货,2026-08-28,CU2703,1571,2091
金瑞期货,2026-08-28,CU2612,3209,8833
金瑞期货,2026-08-28,CU2611,3038,4985
金瑞期货,2026-08-28,CU2702,650,92
金瑞期货,2026-08-28,CU2610,3849,14934
金瑞期货,2026-08-27,CU2609,9907,12117
金瑞期货,2026-08-27,CU2701,2485,5270
金瑞期货,2026-08-27,CU2703,1584,1735
金瑞期货,2026-08-27,CU2612,3106,8808
金瑞期货,2026-08-27,CU2611,2910,4292
金瑞期货,2026-08-27,CU2702,657,102
金瑞期货,2026-08-27,CU2610,3233,14417
金瑞期货,2026-08-26,CU2609,10862,12794
金瑞期货,2026-08-26,CU2701,2432,5276
金瑞期货,2026-08-26,CU2703,1569,1719
金瑞期货,2026-08-26,CU2612,3088,8825
金瑞期货,2026-08-26,CU2611,2860,4041
金瑞期货,2026-08-26,CU2610,3130,15714
金瑞期货,2026-08-25,CU2609,11435,13350
金瑞期货,2026-08-25,CU2701,2433,5330
金瑞期货,2026-08-25,CU2703,1558,1709
金瑞期货,2026-08-25,CU2612,3110,8646
金瑞期货,2026-08-25,CU2611,2998,3517
金瑞期货,2026-08-25,CU2610,3251,13955
金瑞期货,2026-08-24,CU2701,2433,5375
金瑞期货,2026-08-24,CU2609,11277,12862
金瑞期货,2026-08-24,CU2703,1163,1710
金瑞期货,2026-08-24,CU2612,3128,8633
金瑞期货,2026-08-24,CU2611,2917,3080
金瑞期货,2026-08-24,CU2610,3795,13065
金瑞期货,2026-08-21,CU2701,2443,5390
金瑞期货,2026-08-21,CU2609,12139,13657
金瑞期货,2026-08-21,CU2703,1172,1717
金瑞期货,2026-08-21,CU2612,3151,8607
金瑞期货,2026-08-21,CU2611,2947,2646
金瑞期货,2026-08-21,CU2610,3747,11299
金瑞期货,2026-08-20,CU2701,2424,5338
金瑞期货,2026-08-20,CU2609,11210,14120
金瑞期货,2026-08-20,CU2703,1178,1629
金瑞期货,2026-08-20,CU2612,3181,8494
金瑞期货,2026-08-20,CU2611,2975,2546
金瑞期货,2026-08-20,CU2610,3774,10457
金瑞期货,2026-08-19,CU2701,2444,5345
金瑞期货,2026-08-19,CU2609,11584,15124
金瑞期货,2026-08-19,CU2703,1174,1637
金瑞期货,2026-08-19,CU2612,3044,8361
金瑞期货,2026-08-19,CU2611,2981,2599
金瑞期货,2026-08-19,CU2610,3422,11039
金瑞期货,2026-08-18,CU2701,2393,5162
金瑞期货,2026-08-18,CU2609,11178,16238
金瑞期货,2026-08-18,CU2703,1151,1364
金瑞期货,2026-08-18,CU2612,2989,8318
金瑞期货,2026-08-18,CU2611,2688,2339
金瑞期货,2026-08-18,CU2610,4353,12193
金瑞期货,2026-08-17,CU2701,2374,5147
金瑞期货,2026-08-17,CU2612,2930,8103
金瑞期货,2026-08-17,CU2703,1132,1353
金瑞期货,2026-08-17,CU2609,9274,17617
金瑞期货,2026-08-17,CU2611,2690,2548
金瑞期货,2026-08-17,CU2610,3827,11889
金瑞期货,2026-08-14,CU2701,2360,5149
金瑞期货,2026-08-14,CU2611,2768,2524
金瑞期货,2026-08-14,CU2612,2868,7991
金瑞期货,2026-08-14,CU2703,1133,1355
金瑞期货,2026-08-14,CU2609,8131,16998
金瑞期货,2026-08-14,CU2610,3193,11581
金瑞期货,2026-08-13,CU2701,2367,5183
金瑞期货,2026-08-13,CU2611,2776,2519
金瑞期货,2026-08-13,CU2612,2870,7876
金瑞期货,2026-08-13,CU2703,1140,1356
金瑞期货,2026-08-13,CU2609,6729,16368
金瑞期货,2026-08-13,CU2610,3607,10512
金瑞期货,2026-08-12,CU2701,2341,5190
金瑞期货,2026-08-12,CU2611,2831,2514
金瑞期货,2026-08-12,CU2612,2868,7501
金瑞期货,2026-08-12,CU2703,1132,1354
金瑞期货,2026-08-12,CU2609,5775,17247
金瑞期货,2026-08-12,CU2610,3146,10977
金瑞期货,2026-08-11,CU2701,2350,5163
金瑞期货,2026-08-11,CU2611,2851,2368
金瑞期货,2026-08-11,CU2612,2892,7416
金瑞期货,2026-08-11,CU2703,1134,1357
金瑞期货,2026-08-11,CU2609,5495,17759
金瑞期货,2026-08-11,CU2610,3197,9857
金瑞期货,2026-08-10,CU2701,2344,5158
金瑞期货,2026-08-10,CU2611,2925,2296
金瑞期货,2026-08-10,CU2612,2893,7593
金瑞期货,2026-08-10,CU2703,1129,1354
金瑞期货,2026-08-10,CU2609,5154,18612
金瑞期货,2026-08-10,CU2610,3635,8241
金瑞期货,2026-08-07,CU2701,2357,4840
金瑞期货,2026-08-07,CU2611,2861,2303
金瑞期货,2026-08-07,CU2612,2885,7577
金瑞期货,2026-08-07,CU2703,1129,1223
金瑞期货,2026-08-07,CU2609,5427,18499
金瑞期货,2026-08-07,CU2610,3446,7811
金瑞期货,2026-08-06,CU2701,2370,4817
金瑞期货,2026-08-06,CU2611,2833,2070
金瑞期货,2026-08-06,CU2612,2862,7075
金瑞期货,2026-08-06,CU2703,1124,1227
金瑞期货,2026-08-06,CU2610,3677,6324
金瑞期货,2026-08-06,CU2609,4018,17952
金瑞期货,2026-08-05,CU2701,2371,4827
金瑞期货,2026-08-05,CU2703,1122,1228
金瑞期货,2026-08-05,CU2612,2872,6483
金瑞期货,2026-08-05,CU2611,2782,2051
金瑞期货,2026-08-05,CU2610,3571,5576
金瑞期货,2026-08-05,CU2609,2545,18291
金瑞期货,2026-08-04,CU2701,2371,4817
金瑞期货,2026-08-04,CU2611,2817,1754
金瑞期货,2026-08-04,CU2612,2860,6392
金瑞期货,2026-08-04,CU2703,1116,1221
金瑞期货,2026-08-04,CU2610,3227,4607
金瑞期货,2026-08-04,CU2609,2651,17553
金瑞期货,2026-08-03,CU2701,2386,4823
金瑞期货,2026-08-03,CU2612,2855,6402
金瑞期货,2026-08-03,CU2703,1124,1221
金瑞期货,2026-08-03,CU2611,2596,1466
金瑞期货,2026-08-03,CU2610,3609,4557
金瑞期货,2026-08-03,CU2609,2998,17172
金瑞期货,2026-07-31,CU2701,2394,4822
金瑞期货,2026-07-31,CU2611,2621,1447
金瑞期货,2026-07-31,CU2612,2856,6287
金瑞期货,2026-07-31,CU2703,1125,1226
金瑞期货,2026-07-31,CU2610,3587,4412
金瑞期货,2026-07-31,CU2609,2834,16937
金瑞期货,2026-07-30,CU2701,2355,4800
金瑞期货,2026-07-30,CU2611,2548,1431
金瑞期货,2026-07-30,CU2703,1101,1215
金瑞期货,2026-07-30,CU2612,2865,6289
金瑞期货,2026-07-30,CU2610,3722,4274
金瑞期货,2026-07-30,CU2609,3176,16564
金瑞期货,2026-07-29,CU2701,2394,4643
金瑞期货,2026-07-29,CU2611,2540,1398
金瑞期货,2026-07-29,CU2612,2834,6216
金瑞期货,2026-07-29,CU2703,1101,972
金瑞期货,2026-07-29,CU2610,3550,4222
金瑞期货,2026-07-29,CU2609,3255,18430
金瑞期货,2026-07-28,CU2701,2370,4591
金瑞期货,2026-07-28,CU2611,2537,1400
金瑞期货,2026-07-28,CU2612,2838,6192
金瑞期货,2026-07-28,CU2703,1104,814
金瑞期货,2026-07-28,CU2610,3298,3667
金瑞期货,2026-07-28,CU2609,3255,18256
金瑞期货,2026-07-27,CU2701,2371,4608
金瑞期货,2026-07-27,CU2611,2543,1360
金瑞期货,2026-07-27,CU2612,2852,6202
金瑞期货,2026-07-27,CU2703,1085,567
金瑞期货,2026-07-27,CU2610,3284,3543
金瑞期货,2026-07-27,CU2609,2912,18960
金瑞期货,2026-07-24,CU2701,2363,4598
金瑞期货,2026-07-24,CU2611,2581,1229
金瑞期货,2026-07-24,CU2612,2863,6243
金瑞期货,2026-07-24,CU2703,1083,435
金瑞期货,2026-07-24,CU2610,3601,3517
金瑞期货,2026-07-24,CU2609,2951,19017
金瑞期货,2026-07-23,CU2701,2358,4194
金瑞期货,2026-07-23,CU2611,2538,1226
金瑞期货,2026-07-23,CU2612,2808,5906
金瑞期货,2026-07-23,CU2703,826,84
金瑞期货,2026-07-23,CU2610,3498,3461
金瑞期货,2026-07-23,CU2609,2972,20402
金瑞期货,2026-07-22,CU2701,2340,4193
金瑞期货,2026-07-22,CU2611,2645,1230
金瑞期货,2026-07-22,CU2612,2810,5852
金瑞期货,2026-07-22,CU2610,3543,3464
金瑞期货,2026-07-22,CU2703,823,84
金瑞期货,2026-07-22,CU2609,,20088
金瑞期货,2026-07-21,CU2701,2323,4180
金瑞期货,2026-07-21,CU2611,2642,1677
金瑞期货,2026-07-21,CU2612,2820,5348
金瑞期货,2026-07-21,CU2610,2904,3115
金瑞期货,2026-07-21,CU2703,820,105
金瑞期货,2026-07-21,CU2609,2846,18005
金瑞期货,2026-07-20,CU2701,2021,4189
金瑞期货,2026-07-20,CU2612,2799,5069
金瑞期货,2026-07-20,CU2611,2529,2034
金瑞期货,2026-07-20,CU2610,2933,3153
金瑞期货,2026-07-20,CU2703,807,81
金瑞期货,2026-07-20,CU2609,2566,15554
金瑞期货,2026-07-17,CU2701,2023,4108
金瑞期货,2026-07-17,CU2612,2802,4941
金瑞期货,2026-07-17,CU2611,2501,2135
金瑞期货,2026-07-17,CU2610,2875,3010
金瑞期货,2026-07-17,CU2703,808,
金瑞期货,2026-07-17,CU2609,2532,15896
金瑞期货,2026-07-16,CU2701,1864,4070
金瑞期货,2026-07-16,CU2612,2910,4746
金瑞期货,2026-07-16,CU2611,2385,2137
金瑞期货,2026-07-16,CU2610,2832,2954
金瑞期货,2026-07-16,CU2703,811,
金瑞期货,2026-07-16,CU2609,2645,16026
金瑞期货,2026-07-15,CU2701,1864,4037
金瑞期货,2026-07-15,CU2612,2865,4704
金瑞期货,2026-07-15,CU2611,2307,2163
金瑞期货,2026-07-15,CU2610,2824,2941
金瑞期货,2026-07-15,CU2703,808,
金瑞期货,2026-07-15,CU2609,2802,15664
金瑞期货,2026-07-14,CU2701,1864,4044
金瑞期货,2026-07-14,CU2612,2873,4694
金瑞期货,2026-07-14,CU2611,2310,2164
金瑞期货,2026-07-14,CU2610,2875,2693
金瑞期货,2026-07-14,CU2609,2694,13881
金瑞期货,2026-07-13,CU2701,1870,4038
金瑞期货,2026-07-13,CU2611,2620,2153
金瑞期货,2026-07-13,CU2612,2863,4713
金瑞期货,2026-07-13,CU2610,2852,2898
金瑞期货,2026-07-13,CU2609,3690,12268
金瑞期货,2026-07-10,CU2701,1874,4039
金瑞期货,2026-07-10,CU2612,2862,4689
金瑞期货,2026-07-10,CU2611,2369,2152
金瑞期货,2026-07-10,CU2610,3064,2894
金瑞期货,2026-07-10,CU2609,3405,11798
金瑞期货,2026-07-09,CU2701,1877,4030
金瑞期货,2026-07-09,CU2612,2876,4876
金瑞期货,2026-07-09,CU2610,3360,2853
金瑞期货,2026-07-09,CU2611,1797,2083
金瑞期货,2026-07-09,CU2609,4084,11574
金瑞期货,2026-07-08,CU2701,1853,3645
金瑞期货,2026-07-08,CU2612,2825,4767
金瑞期货,2026-07-08,CU2610,3239,2872
金瑞期货,2026-07-08,CU2611,1308,2081
金瑞期货,2026-07-08,CU2609,4278,9173
金瑞期货,2026-07-07,CU2701,1852,3621
金瑞期货,2026-07-07,CU2612,2849,4602
金瑞期货,2026-07-07,CU2610,3413,2825
金瑞期货,2026-07-07,CU2611,1314,2076
金瑞期货,2026-07-07,CU2609,3820,8603
金瑞期货,2026-07-06,CU2701,1868,3434
金瑞期货,2026-07-06,CU2612,2862,4229
金瑞期货,2026-07-06,CU2610,3653,2860
金瑞期货,2026-07-06,CU2611,1464,2076
金瑞期货,2026-07-06,CU2609,3887,7835
金瑞期货,2026-07-03,CU2701,1870,3402
金瑞期货,2026-07-03,CU2612,2876,3770
金瑞期货,2026-07-03,CU2610,3160,2805
金瑞期货,2026-07-03,CU2611,1505,1986
金瑞期货,2026-07-03,CU2609,3852,7306
金瑞期货,2026-07-02,CU2701,1845,3363
金瑞期货,2026-07-02,CU2612,2882,3721
金瑞期货,2026-07-02,CU2610,3061,2846
金瑞期货,2026-07-02,CU2611,1493,1966
金瑞期货,2026-07-02,CU2609,4170,7221
金瑞期货,2026-07-01,CU2701,1843,3328
金瑞期货,2026-07-01,CU2612,2854,3516
金瑞期货,2026-07-01,CU2610,2882,2732
金瑞期货,2026-07-01,CU2611,1499,1947
金瑞期货,2026-07-01,CU2609,3934,7304
金瑞期货,2026-06-30,CU2701,1838,3339
金瑞期货,2026-06-30,CU2612,2856,3473
金瑞期货,2026-06-30,CU2610,2716,2728
金瑞期货,2026-06-30,CU2611,1482,1998
金瑞期货,2026-06-30,CU2609,3815,7241
金瑞期货,2026-06-29,CU2612,2807,3370
金瑞期货,2026-06-29,CU2610,2925,2714
金瑞期货,2026-06-29,CU2611,1455,1912
金瑞期货,2026-06-29,CU2609,3905,6645
金瑞期货,2026-06-26,CU2612,2805,3375
金瑞期货,2026-06-26,CU2610,3133,2637
金瑞期货,2026-06-26,CU2611,1534,1897
金瑞期货,2026-06-26,CU2609,4052,5995
金瑞期货,2026-06-25,CU2612,2683,3364
金瑞期货,2026-06-25,CU2611,1476,1937
金瑞期货,2026-06-25,CU2610,2597,2625
金瑞期货,2026-06-25,CU2609,4059,5910
金瑞期货,2026-06-24,CU2612,2604,2929
金瑞期货,2026-06-24,CU2611,1415,1276
金瑞期货,2026-06-24,CU2609,3629,5657
金瑞期货,2026-06-24,CU2610,1913,2180
金瑞期货,2026-06-23,CU2612,2500,2677
金瑞期货,2026-06-23,CU2611,1296,1223
金瑞期货,2026-06-23,CU2609,3431,5182
金瑞期货,2026-06-23,CU2610,1255,2170
金瑞期货,2026-06-22,CU2611,1297,1223
金瑞期货,2026-06-22,CU2612,2497,2534
金瑞期货,2026-06-22,CU2609,3276,4615
金瑞期货,2026-06-22,CU2610,1193,2256
金瑞期货,2026-06-18,CU2611,1291,1212
金瑞期货,2026-06-18,CU2612,2477,2517
金瑞期货,2026-06-18,CU2609,3173,4347
金瑞期货,2026-06-18,CU2610,1154,2151
金瑞期货,2026-06-17,CU2611,1296,1414
金瑞期货,2026-06-17,CU2612,2482,2426
金瑞期货,2026-06-17,CU2609,3402,4107
金瑞期货,2026-06-17,CU2610,1315,2146
金瑞期货,2026-06-16,CU2612,2483,2405
金瑞期货,2026-06-16,CU2611,1315,1423
金瑞期货,2026-06-16,CU2610,1306,2232
金瑞期货,2026-06-16,CU2609,3449,4022
金瑞期货,2026-06-15,CU2612,2494,2392
金瑞期货,2026-06-15,CU2611,1303,1427
金瑞期货,2026-06-15,CU2610,1327,2063
金瑞期货,2026-06-15,CU2609,3440,3976
金瑞期货,2026-06-12,CU2611,1301,1440
金瑞期货,2026-06-12,CU2612,2554,2331
金瑞期货,2026-06-12,CU2609,3477,3691
金瑞期货,2026-06-12,CU2610,1341,1926
金瑞期货,2026-06-11,CU2612,2570,2303
金瑞期货,2026-06-11,CU2611,1307,1299
金瑞期货,2026-06-11,CU2609,3369,3670
金瑞期货,2026-06-11,CU2610,1292,1901
金瑞期货,2026-06-10,CU2611,1296,1296
金瑞期货,2026-06-10,CU2612,2545,2199
金瑞期货,2026-06-10,CU2609,3266,3679
金瑞期货,2026-06-10,CU2610,1313,1788
金瑞期货,2026-06-09,CU2611,1304,1120
金瑞期货,2026-06-09,CU2612,2573,2039
金瑞期货,2026-06-09,CU2610,1320,1785
金瑞期货,2026-06-09,CU2609,2587,3620
金瑞期货,2026-06-08,CU2612,2574,2065
金瑞期货,2026-06-08,CU2611,1312,1119
金瑞期货,2026-06-08,CU2610,1351,1796
金瑞期货,2026-06-08,CU2609,2382,3591
金瑞期货,2026-06-05,CU2612,1634,2104
金瑞期货,2026-06-05,CU2610,1282,1760
金瑞期货,2026-06-05,CU2609,1836,3651
金瑞期货,2026-06-04,CU2612,1682,2124
金瑞期货,2026-06-04,CU2610,1237,1766
金瑞期货,2026-06-04,CU2609,1411,3633
金瑞期货,2026-06-03,CU2610,1269,1771
金瑞期货,2026-06-03,CU2612,1731,2140
金瑞期货,2026-06-03,CU2609,,3605
金瑞期货,2026-06-02,CU2612,1717,2079
金瑞期货,2026-06-02,CU2610,1264,1730
金瑞期货,2026-06-02,CU2609,,3541
金瑞期货,2026-06-01,CU2612,1714,2052
金瑞期货,2026-06-01,CU2610,1221,1640
金瑞期货,2026-06-01,CU2609,,3476
金瑞期货,2026-05-29,CU2612,1706,1639
金瑞期货,2026-05-29,CU2610,1217,1643
金瑞期货,2026-05-29,CU2609,,3461
金瑞期货,2026-05-28,CU2612,1707,1592
金瑞期货,2026-05-28,CU2610,1249,1623
金瑞期货,2026-05-28,CU2609,,3493
金瑞期货,2026-05-27,CU2612,1666,1359
金瑞期货,2026-05-27,CU2610,957,1641
金瑞期货,2026-05-27,CU2609,,3684
金瑞期货,2026-05-26,CU2612,1676,1260
金瑞期货,2026-05-26,CU2610,968,1637
金瑞期货,2026-05-26,CU2609,,3545
金瑞期货,2026-05-25,CU2612,1690,1178
金瑞期货,2026-05-25,CU2610,984,1647
金瑞期货,2026-05-25,CU2609,1203,3446
金瑞期货,2026-05-22,CU2612,1696,1171
金瑞期货,2026-05-22,CU2610,962,1618
金瑞期货,2026-05-22,CU2609,1187,3421
金瑞期货,2026-05-21,CU2612,1699,1170
金瑞期货,2026-05-21,CU2610,981,1625
金瑞期货,2026-05-21,CU2609,1202,3402
金瑞期货,2026-05-20,CU2610,977,1619
金瑞期货,2026-05-20,CU2612,1733,1142
金瑞期货,2026-05-20,CU2609,1179,3382
金瑞期货,2026-05-19,CU2612,1707,887
金瑞期货,2026-05-19,CU2610,962,1616
金瑞期货,2026-05-19,CU2609,1173,2872
金瑞期货,2026-05-18,CU2612,1699,875
金瑞期货,2026-05-18,CU2610,980,1656
金瑞期货,2026-05-18,CU2609,1206,2919
金瑞期货,2026-05-15,CU2612,1705,837
金瑞期货,2026-05-15,CU2610,907,1641
金瑞期货,2026-05-15,CU2609,1175,2891
金瑞期货,2026-05-14,CU2612,1725,837
金瑞期货,2026-05-14,CU2610,841,558
金瑞期货,2026-05-14,CU2609,1126,2791
金瑞期货,2026-05-13,CU2612,1659,956
金瑞期货,2026-05-13,CU2610,817,823
金瑞期货,2026-05-13,CU2609,1176,2809
金瑞期货,2026-05-12,CU2612,1722,988
金瑞期货,2026-05-12,CU2610,821,843
金瑞期货,2026-05-12,CU2609,1094,2780
金瑞期货,2026-05-11,CU2612,1708,978
金瑞期货,2026-05-11,CU2610,826,354
金瑞期货,2026-05-11,CU2609,1091,2770
金瑞期货,2026-05-08,CU2612,1700,947
金瑞期货,2026-05-08,CU2610,847,344
金瑞期货,2026-05-08,CU2609,1067,2791
金瑞期货,2026-05-07,CU2612,1749,986
金瑞期货,2026-05-07,CU2610,853,265
金瑞期货,2026-05-07,CU2609,1064,2763
金瑞期货,2026-05-06,CU2612,1699,943
金瑞期货,2026-05-06,CU2610,838,237
金瑞期货,2026-05-06,CU2609,1090,2738
金瑞期货,2026-04-30,CU2612,1725,960
金瑞期货,2026-04-30,CU2610,839,256
金瑞期货,2026-04-30,CU2609,1106,2780
金瑞期货,2026-04-29,CU2612,1735,991
金瑞期货,2026-04-29,CU2610,867,192
金瑞期货,2026-04-29,CU2609,1275,2752
金瑞期货,2026-04-28,CU2612,1705,967
金瑞期货,2026-04-28,CU2609,1188,2692
金瑞期货,2026-04-27,CU2612,1654,965
金瑞期货,2026-04-27,CU2609,1165,2669
金瑞期货,2026-04-24,CU2612,1652,960
金瑞期货,2026-04-24,CU2609,1042,1782
金瑞期货,2026-04-23,CU2612,1557,914
金瑞期货,2026-04-23,CU2609,1046,1607
金瑞期货,2026-04-22,CU2612,1551,881
金瑞期货,2026-04-22,CU2609,1048,1590
金瑞期货,2026-04-21,CU2612,1539,871
金瑞期货,2026-04-21,CU2609,1033,1589
金瑞期货,2026-04-20,CU2612,1549,853
金瑞期货,2026-04-20,CU2609,1069,1692
金瑞期货,2026-04-17,CU2612,1574,881
金瑞期货,2026-04-17,CU2609,1121,1586
金瑞期货,2026-04-16,CU2612,1555,863
金瑞期货,2026-04-16,CU2609,1186,1390
金瑞期货,2026-04-15,CU2612,1559,868
金瑞期货,2026-04-15,CU2609,1190,1388
金瑞期货,2026-04-14,CU2612,1560,863
金瑞期货,2026-04-14,CU2609,1186,1384
金瑞期货,2026-04-13,CU2612,1552,879
金瑞期货,2026-04-13,CU2609,1224,1402
金瑞期货,2026-04-10,CU2612,1569,875
金瑞期货,2026-04-10,CU2609,1228,1405
金瑞期货,2026-04-09,CU2612,1557,885
金瑞期货,2026-04-09,CU2609,1177,1366
金瑞期货,2026-04-08,CU2612,1537,894
金瑞期货,2026-04-08,CU2609,1208,1350
金瑞期货,2026-04-07,CU2612,1509,848
金瑞期货,2026-04-07,CU2609,1220,935
金瑞期货,2026-04-03,CU2612,1446,846
金瑞期货,2026-04-03,CU2609,1216,899
金瑞期货,2026-04-02,CU2612,1447,985
金瑞期货,2026-04-02,CU2609,1139,422
金瑞期货,2026-04-01,CU2612,1420,973
金瑞期货,2026-04-01,CU2609,1181,380
金瑞期货,2026-03-31,CU2612,1420,982
金瑞期货,2026-03-31,CU2609,1123,370
金瑞期货,2026-03-30,CU2612,1461,1007
金瑞期货,2026-03-30,CU2609,1161,403
金瑞期货,2026-03-27,CU2612,1436,1009
金瑞期货,2026-03-27,CU2609,1150,410
金瑞期货,2026-03-26,CU2612,1418,987
金瑞期货,2026-03-26,CU2609,1129,415
金瑞期货,2026-03-25,CU2612,1277,980
金瑞期货,2026-03-25,CU2609,1074,371
金瑞期货,2026-03-24,CU2612,1285,977
金瑞期货,2026-03-24,CU2609,970,397
金瑞期货,2026-03-23,CU2612,1290,1002
金瑞期货,2026-03-23,CU2609,961,563
金瑞期货,2026-03-20,CU2612,1201,1078
金瑞期货,2026-03-20,CU2609,876,590
金瑞期货,2026-03-19,CU2612,1172,1079
金瑞期货,2026-03-19,CU2609,863,427
金瑞期货,2026-03-18,CU2612,1097,1073
金瑞期货,2026-03-18,CU2609,896,507
金瑞期货,2026-03-17,CU2612,1055,1074
金瑞期货,2026-03-17,CU2609,761,778
金瑞期货,2026-03-16,CU2612,1063,1082
金瑞期货,2026-03-16,CU2609,788,800
金瑞期货,2026-03-13,CU2612,995,1073
金瑞期货,2026-03-13,CU2609,734,965
金瑞期货,2026-03-12,CU2609,735,965
金瑞期货,2026-03-11,CU2609,771,979
金瑞期货,2026-03-10,CU2609,790,994
金瑞期货,2026-03-09,CU2609,753,975
金瑞期货,2026-03-06,CU2609,789,987
金瑞期货,2026-03-05,CU2609,826,1040
金瑞期货,2026-03-04,CU2609,720,978
金瑞期货,2026-03-03,CU2609,641,1025
金瑞期货,2026-03-02,CU2609,623,997
金瑞期货,2026-02-27,CU2609,611,1010
金瑞期货,2026-02-26,CU2609,589,988
金瑞期货,2026-02-25,CU2609,590,998
金瑞期货,2026-02-24,CU2609,568,854
金瑞期货,2026-02-13,CU2609,567,854
金瑞期货,2026-02-12,CU2609,506,844
金瑞期货,2026-02-11,CU2609,505,838
金瑞期货,2026-02-10,CU2609,503,841
金瑞期货,2026-02-09,CU2609,450,848
金瑞期货,2026-02-06,CU2609,438,833
金瑞期货,2026-02-05,CU2609,433,843
金瑞期货,2026-02-04,CU2609,410,836
金瑞期货,2026-02-03,CU2609,390,820
金瑞期货,2026-02-02,CU2609,366,822
金瑞期货,2026-01-30,CU2609,389,894
金瑞期货,2026-01-29,CU2609,388,1071
金瑞期货,2026-01-28,CU2609,396,1090
金瑞期货,2026-01-27,CU2609,378,1085
金瑞期货,2026-01-26,CU2609,384,1055
金瑞期货,2026-01-23,CU2609,375,991
金瑞期货,2026-01-22,CU2609,382,949
金瑞期货,2026-01-21,CU2609,378,941
金瑞期货,2026-01-20,CU2609,376,962
金瑞期货,2026-01-19,CU2609,366,944
金瑞期货,2026-01-16,CU2609,357,1147
金瑞期货,2026-01-15,CU2609,422,1353
金瑞期货,2026-01-14,CU2609,430,1347
金瑞期货,2026-01-13,CU2609,431,1343
金瑞期货,2026-01-12,CU2609,466,1344
金瑞期货,2026-01-09,CU2609,466,1339
金瑞期货,2026-01-08,CU2609,443,1053
金瑞期货,2026-01-07,CU2609,395,997
金瑞期货,2026-01-06,CU2609,420,951
金瑞期货,2026-01-05,CU2609,424,920
金瑞期货,2025-12-31,CU2609,463,916
金瑞期货,2025-12-30,CU2609,475,909
金瑞期货,2025-12-29,CU2609,472,915
金瑞期货,2025-12-26,CU2609,473,920
金瑞期货,2025-12-25,CU2609,505,811
金瑞期货,2025-12-24,CU2609,513,826
铜冠金源,2026-09-03,CU2609,2305,1265
铜冠金源,2026-09-03,CU2612,1655,1563
铜冠金源,2026-09-03,CU2702,,1952
铜冠金源,2026-09-03,CU2610,,5934
铜冠金源,2026-09-03,CU2701,,512
铜冠金源,2026-09-03,CU2611,,
铜冠金源,2026-09-02,CU2609,2485,
铜冠金源,2026-09-02,CU2612,1654,1522
铜冠金源,2026-09-02,CU2702,,1908
铜冠金源,2026-09-02,CU2610,,6457
铜冠金源,2026-09-02,CU2701,,511
铜冠金源,2026-09-01,CU2609,2815,
铜冠金源,2026-09-01,CU2612,1659,1603
铜冠金源,2026-09-01,CU2702,,1908
铜冠金源,2026-09-01,CU2610,,6928
铜冠金源,2026-09-01,CU2701,,512
铜冠金源,2026-08-31,CU2609,3200,
铜冠金源,2026-08-31,CU2612,1658,1586
铜冠金源,2026-08-31,CU2702,,1908
铜冠金源,2026-08-31,CU2610,,6516
铜冠金源,2026-08-31,CU2701,,512
铜冠金源,2026-08-28,CU2609,3731,
铜冠金源,2026-08-28,CU2612,1650,1568
铜冠金源,2026-08-28,CU2702,,1907
铜冠金源,2026-08-28,CU2610,,5925
铜冠金源,2026-08-28,CU2701,,511
铜冠金源,2026-08-27,CU2609,3827,
铜冠金源,2026-08-27,CU2612,1669,1560
铜冠金源,2026-08-27,CU2702,,1908
铜冠金源,2026-08-27,CU2610,,5363
铜冠金源,2026-08-27,CU2701,,513
铜冠金源,2026-08-26,CU2609,4093,1475
铜冠金源,2026-08-26,CU2612,1662,1560
铜冠金源,2026-08-26,CU2610,,4931
铜冠金源,2026-08-26,CU2701,,469
铜冠金源,2026-08-25,CU2609,3689,2066
铜冠金源,2026-08-25,CU2612,1625,1523
铜冠金源,2026-08-25,CU2611,1032,
铜冠金源,2026-08-25,CU2610,,4178
